346,1,0
347,1,0
348,0,1
349,1,0
350,1,0
351,1,0
352,0,1
353,1,0
354,0,1
355,1,0
356,0,1
357,1,0
358,1,0
359,1,0
360,1,0
361,1,0
362,0,1
363,1,0
364,1,0
365,1,0
366,0,1
367,1,0
368,1,0
369,1,0
370,1,0
371,1,0
372,0,1
373,0,1
374,1,0
375,1,0
376,0,1
377,1,0
378,1,0
379,1,0
380,1,0
381,1,0
382,1,0
383,1,0
384,1,0
385,1,0
386,1,0
387,1,0
388,1,0
389,0,1
390,0,1
391,1,0
392,1,0
393,1,0
394,1,0
395,1,0
396,1,0
397,1,0
398,1,0
399,1,0
400,0,1
401,0,1
402,1,0
403,1,0
404,0,1
405,0,1
406,1,0
407,1,0
408,1,0
409,1,0
410,0,1
411,1,0
412,1,0
413,1,0
414,1,0
415,1,0
416,0,1
417,0,1
418,0,1
419,1,0
420,1,0
421,0,1
422,1,0
423,1,0
424,0,1
425,1,0
426,1,0
427,1,0
428,1,0
429,1,0
430,1,0
431,1,0
432,1,0
433,1,0
434,0,1
435,1,0
436,0,1
437,0,1
438,0,1
439,0,1
440,1,0
441,1,0
442,1,0
443,1,0
444,0,1
445,1,0
446,1,0
447,1,0
448,1,0
449,1,0
450,0,1
451,1,0
452,1,0
453,1,0
454,1,0
455,1,0
456,1,0
457,0,1
458,1,0
459,1,0
460,0,1
461,1,0
462,0,1
463,0,1
464,1,0
465,1,0
466,1,0
467,1,0
468,1,0
469,1,0
470,1,0
471,1,0
472,1,0
473,1,0
474,1,0
475,1,0
476,1,0
477,0,1
478,1,0
479,1,0
480,1,0
481,1,0
482,0,1
483,1,0
484,1,0
485,0,1
486,1,0
487,1,0
488,1,0
489,1,0
490,0,1
491,0,1
492,1,0
493,1,0
494,0,1
495,1,0
496,0,1
497,1,0
498,1,0
499,1,0
500,1,0
501,1,0
502,1,0
503,0,1
504,0,1
505,0,1
506,1,0
507,0,1
508,1,0
509,1,0
510,1,0
511,1,0
512,1,0
513,1,0
514,1,0
515,1,0
516,0,1
517,1,0
518,0,1
519,1,0
520,1,0
521,1,0
522,1,0
523,0,1
524,1,0
525,0,1
526,1,0
527,1,0
528,1,0
529,0,1
530,1,0
531,0,1
532,1,0
533,1,0
534,1,0
535,0,1
536,1,0
537,1,0
538,1,0
539,0,1
540,1,0
541,0,1
542,1,0
543,1,0
544,0,1
545,1,0
546,1,0
547,1,0
548,1,0
549,1,0
550,0,1
551,1,0
552,1,0
553,1,0
554,1,0
555,0,1
556,0,1
557,0,1
558,0,1
559,1,0
560,1,0
561,1,0
562,0,1
563,0,1
564,1,0
565,1,0
566,1,0
567,1,0
568,1,0
569,1,0
570,1,0
571,1,0
572,1,0
573,1,0
574,1,0
575,1,0
576,1,0
577,0,1
578,1,0
579,1,0
580,1,0
581,1,0
582,1,0
583,1,0
584,1,0
585,1,0
586,1,0
587,1,0
588,0,1
589,1,0
590,1,0
591,0,1
592,1,0
593,0,1
594,1,0
595,1,0
596,1,0
597,1,0
598,0,1
599,0,1
600,1,0
601,0,1
602,0,1
603,1,0
604,1,0
605,1,0
606,1,0
607,0,1
608,1,0
609,0,1
610,1,0
611,1,0
612,1,0
613,0,1
614,1,0
615,1,0
616,1,0
617,0,1
618,0,1
619,1,0
620,0,1
621,1,0
622,1,0
623,0,1
624,1,0
625,1,0
626,1,0
627,1,0
628,1,0
629,0,1
630,0,1
631,0,1
632,1,0
633,1,0
634,1,0
635,1,0
636,1,0
637,1,0
638,1,0
639,0,1
640,1,0
641,1,0
642,0,1
643,1,0
644,1,0
645,1,0
646,0,1
647,1,0
648,1,0
649,1,0
650,1,0
651,1,0
652,1,0
653,1,0
654,0,1
655,0,1
656,1,0
657,0,1
658,1,0
659,1,0
660,1,0
661,1,0
662,1,0
663,1,0
664,1,0
665,1,0
666,1,0
667,1,0
668,0,1
669,1,0
670,1,0
671,1,0
672,0,1
673,1,0
674,0,1
675,1,0
676,1,0
677,1,0
678,1,0
679,0,1
680,1,0
681,0,1
682,1,0
683,1,0
684,1,0
685,0,1
686,1,0
687,0,1
688,0,1
689,1,0
690,1,0
691,1,0
692,1,0
693,0,1
694,1,0
695,1,0
696,1,0
697,1,0
698,0,1
699,1,0
700,1,0
701,0,1
702,1,0
703,1,0
704,0,1
705,0,1
706,1,0
707,0,1
708,0,1
709,1,0
710,1,0
711,0,1
712,0,1
713,0,1
714,1,0
715,1,0
716,0,1
717,1,0
718,1,0
719,0,1
720,0,1
721,0,1
722,0,1
723,1,0
724,1,0
725,1,0
726,0,1
727,1,0
728,1,0
729,1,0
730,0,1
731,0,1
732,0,1
733,0,1
734,0,1
735,0,1
736,0,1
737,1,0
738,1,0
739,1,0
740,0,1
741,1,0
742,1,0
743,1,0
744,1,0
745,1,0
746,1,0
747,1,0
748,1,0
749,1,0
750,1,0
751,0,1
752,1,0
753,1,0
754,0,1
755,0,1
756,0,1
757,1,0
758,1,0
759,0,1
760,0,1
761,1,0
762,1,0
763,1,0
764,0,1
765,1,0
766,1,0
767,1,0
768,1,0
769,1,0
770,1,0
771,1,0
772,1,0
773,1,0
774,1,0
775,1,0
776,1,0
777,1,0
778,1,0
779,1,0
780,1,0
781,1,0
782,0,1
783,1,0
784,1,0
785,1,0
786,0,1
787,0,1
788,1,0
789,1,0
790,1,0
791,1,0
792,1,0
793,1,0
794,1,0
795,1,0
796,0,1
797,0,1
798,0,1
799,0,1
800,1,0
801,1,0
802,1,0
803,1,0
804,1,0
805,0,1
806,1,0
807,0,1
808,1,0
809,0,1
810,0,1
811,0,1
812,1,0
813,0,1
814,1,0
815,1,0
816,1,0
817,1,0
818,1,0
819,1,0
820,1,0
821,1,0
822,0,1
823,1,0
824,1,0
825,1,0
826,1,0
827,0,1
828,1,0
829,1,0
830,1,0
831,1,0
832,1,0
833,1,0
834,1,0
835,0,1
836,1,0
837,0,1
838,1,0
839,0,1
840,1,0
841,1,0
842,1,0
843,1,0
844,1,0
845,1,0
846,1,0
847,1,0
848,1,0
849,0,1
850,1,0
851,1,0
852,1,0
853,1,0
854,0,1
855,1,0
856,0,1
857,0,1
858,1,0
859,0,1
860,0,1
861,0,1
862,1,0
863,1,0
864,1,0
865,1,0
866,1,0
867,1,0
868,1,0
869,1,0
870,1,0
871,1,0
872,0,1
873,0,1
874,1,0
875,0,1
876,1,0
877,1,0
878,0,1
879,0,1
880,1,0
881,1,0
882,1,0
883,1,0
884,1,0
885,0,1
886,1,0
887,0,1
888,1,0
889,1,0
890,1,0
891,0,1
892,1,0
893,1,0
894,1,0
895,0,1
896,1,0
897,1,0
898,1,0
899,1,0
900,1,0
901,1,0
902,0,1
903,1,0
904,0,1
905,1,0
906,1,0
907,0,1
908,0,1
909,0,1
910,1,0
911,0,1
912,1,0
913,1,0
914,0,1
915,1,0
916,1,0
917,0,1
918,1,0
919,1,0
920,0,1
921,0,1
922,0,1
923,1,0
924,1,0
925,0,1
926,1,0
927,1,0
928,1,0
929,1,0
930,0,1
931,1,0
932,1,0
933,1,0
934,1,0
935,1,0
936,1,0
937,1,0
938,0,1
939,0,1
940,1,0
941,1,0
942,0,1
943,1,0
